分割タイプ１,分割タイプ２,分割タイプ３,品詞
気持ち,名詞,一般,*,*,*,*,気持ち,キモチ,キモチ
結局,名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク
自分,名詞,一般,*,*,*,*,自分,ジブン,ジブン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
せい,名詞,非自立,一般,*,*,*,せい,セイ,セイ
親,名詞,一般,*,*,*,*,親,オヤ,オヤ
だって,助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
完璧,名詞,形容動詞語幹,*,*,*,*,完璧,カンペキ,カンペキ
じゃ,助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
人間,名詞,一般,*,*,*,*,人間,ニンゲン,ニンゲン
恨ん,動詞,自立,*,*,五段・マ行,連用タ接続,恨む,ウラン,ウラン
じゃ,助詞,接続助詞,*,*,*,*,じゃ,ジャ,ジャ
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
ありがとう,感動詞,*,*,*,*,*,ありがとう,アリガトウ,アリガトー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
言い,動詞,自立,*,*,五段・ワ行促音便,連用形,言う,イイ,イイ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
ー,名詞,固有名詞,一般,*,*,*,*
危,名詞,一般,*,*,*,*,*
ねー,助詞,終助詞,*,*,*,*,ねー,ネー,ネー
あやうく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,あやうい,アヤウク,アヤウク
まとも,名詞,形容動詞語幹,*,*,*,*,まとも,マトモ,マトモ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
人生,名詞,一般,*,*,*,*,人生,ジンセイ,ジンセイ
Yo!,名詞,固有名詞,一般,*,*,*,Yo!,ィヨウ,ィヨー
アトミック,名詞,固有名詞,一般,*,*,*,ATOMIC,アトミック,アトミック
城第,名詞,固有名詞,人名,姓,*,*,城第,ジョウダイ,ジョウダイ
三,名詞,数,*,*,*,*,三,サン,サン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
刺客,名詞,一般,*,*,*,*,刺客,シカク,シカク
丑三つ時,名詞,固有名詞,一般,*,*,*,丑三つ時,ウシミツドキ,ウシミツドキ
第,接頭詞,数接続,*,*,*,*,第,ダイ,ダイ
三,名詞,数,*,*,*,*,三,サン,サン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
目,名詞,一般,*,*,*,*,目,メ,メ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
開く,動詞,自立,*,*,五段・カ行イ音便,基本形,開く,ヒラク,ヒラク
命,名詞,一般,*,*,*,*,命,イノチ,イノチ
さえ,助詞,係助詞,*,*,*,*,さえ,サエ,サエ
懸ける,動詞,自立,*,*,一段,基本形,懸ける,カケル,カケル
平成,名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
忍,名詞,一般,*,*,*,*,忍,ニン,ニン
世,名詞,一般,*,*,*,*,世,ヨ,ヨ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
悪,名詞,一般,*,*,*,*,悪,アク,アク
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
睨み,動詞,自立,*,*,五段・マ行,連用形,睨む,ニラミ,ニラミ
きかす,動詞,自立,*,*,五段・サ行,基本形,きかす,キカス,キカス
ジロリ,副詞,一般,*,*,*,*,ジロリ,ジロリ,ジロリ
瞬,名詞,固有名詞,人名,名,*,*,瞬,マドカ,マドカ
殺,動詞,自立,*,*,五段・ラ行,体言接続特殊２,殺る,ヤ,ヤ
まばたき,名詞,サ変接続,*,*,*,*,瞬き,マバタキ,マバタキ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
瞬間,名詞,副詞可能,*,*,*,*,瞬間,シュンカン,シュンカン
懐,名詞,一般,*,*,*,*,懐,フトコロ,フトコロ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
マイク,名詞,一般,*,*,*,*,マイク,マイク,マイク
影の軍団,名詞,固有名詞,一般,*,*,*,影の軍団,カゲノグンダン,カゲノグンダン
童子-T,名詞,固有名詞,人名,一般,*,*,童子-T,ディーオーエイチゼットアイティー,ディーオーエイチゼットアイティー
そして,接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
UZI,名詞,固有名詞,人名,一般,*,*,UZI,ウヂ,ウジ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
KG,名詞,固有名詞,人名,一般,*,*,KG,ケイジー,ケイジー
鍛え,動詞,自立,*,*,一段,連用形,鍛える,キタエ,キタエ
抜か,動詞,非自立,*,*,五段・カ行イ音便,未然形,抜く,ヌカ,ヌカ
れ,動詞,接尾,*,*,一段,連用形,れる,レ,レ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
韻,名詞,一般,*,*,*,*,韻,イン,イン
術,名詞,接尾,一般,*,*,*,術,ジュツ,ジュツ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
名人,名詞,一般,*,*,*,*,名人,メイジン,メイジン
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
ヤバ,名詞,一般,*,*,*,*,*
さまる,名詞,固有名詞,人名,一般,*,*,さまる,サマル,サマル
で,助詞,格助詞,一般,*,*,*,で,デ,デ
服部半蔵,名詞,固有名詞,人名,一般,*,*,服部半蔵,ハットリハンゾウ,ハットリハンゾー
ABC,名詞,固有名詞,一般,*,*,*,ABC,エィビィシィ,エィビィシィ
UBG,名詞,固有名詞,一般,*,*,*,UBG,ユービージー,ユービージー
ガッポリ,副詞,一般,*,*,*,*,ガッポリ,ガッポリ,ガッポリ
繁盛,名詞,サ変接続,*,*,*,*,繁盛,ハンジョウ,ハンジョー
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
ヤバ,名詞,一般,*,*,*,*,*
さまる,名詞,固有名詞,人名,一般,*,*,さまる,サマル,サマル
で,助詞,格助詞,一般,*,*,*,で,デ,デ
猿飛佐助,名詞,固有名詞,人名,一般,*,*,猿飛佐助,サルトビサスケ,サルトビサスケ
YO,名詞,固有名詞,組織,*,*,*,*
YO,名詞,一般,*,*,*,*,*
YO,名詞,一般,*,*,*,*,*
やる,動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル
とき,名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ
やる,動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル
ぜ,助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
悪党,名詞,一般,*,*,*,*,悪党,アクトウ,アクトー
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
笑顔,名詞,一般,*,*,*,*,笑顔,エガオ,エガオ
善人,名詞,一般,*,*,*,*,善人,ゼンニン,ゼンニン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ふり,名詞,非自立,一般,*,*,*,ふり,フリ,フリ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
虚言,名詞,一般,*,*,*,*,虚言,キョゲン,キョゲン
野郎,名詞,一般,*,*,*,*,野郎,ヤロウ,ヤロー
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
投げる,動詞,自立,*,*,一段,基本形,投げる,ナゲル,ナゲル
手裏剣,名詞,一般,*,*,*,*,手裏剣,シュリケン,シュリケン
闇夜,名詞,一般,*,*,*,*,闇夜,ヤミヨ,ヤミヨ
息,名詞,サ変接続,*,*,*,*,息,イキ,イキ
潜め,動詞,自立,*,*,一段,連用形,潜める,ヒソメ,ヒソメ
近付き,名詞,一般,*,*,*,*,近付き,チカヅキ,チカズキ
暗殺,名詞,サ変接続,*,*,*,*,暗殺,アンサツ,アンサツ
照らす,動詞,自立,*,*,五段・サ行,基本形,照らす,テラス,テラス
三日月,名詞,一般,*,*,*,*,三日月,ミカヅキ,ミカズキ
外れ,動詞,自立,*,*,一段,連用形,外れる,ハズレ,ハズレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ネジ,名詞,一般,*,*,*,*,ネジ,ネジ,ネジ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
金,名詞,一般,*,*,*,*,金,キン,キン
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
変え,動詞,自立,*,*,一段,連用形,変える,カエ,カエ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
く,動詞,非自立,*,*,五段・カ行促音便,基本形,く,ク,ク
テクニック,名詞,一般,*,*,*,*,テクニック,テクニック,テクニック
なら,助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ
圧倒的,名詞,形容動詞語幹,*,*,*,*,圧倒的,アットウテキ,アットーテキ
上級,名詞,一般,*,*,*,*,上級,ジョウキュウ,ジョーキュー
者,名詞,接尾,一般,*,*,*,者,シャ,シャ
テクニックス,名詞,一般,*,*,*,*,*
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
回す,動詞,自立,*,*,五段・サ行,基本形,回す,マワス,マワス
やつ,名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ
みたい,名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
ストリート,名詞,一般,*,*,*,*,ストリート,ストリート,ストリート
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
音符,名詞,一般,*,*,*,*,音符,オンプ,オンプ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
降らす,動詞,自立,*,*,五段・サ行,基本形,降らす,フラス,フラス
オレ,名詞,代名詞,一般,*,*,*,オレ,オレ,オレ
等,名詞,接尾,一般,*,*,*,等,トウ,トー
ストレス,名詞,一般,*,*,*,*,ストレス,ストレス,ストレス
から,助詞,格助詞,一般,*,*,*,から,カラ,カラ
生まれる,動詞,自立,*,*,一段,基本形,生まれる,ウマレル,ウマレル
Money,名詞,一般,*,*,*,*,*
and,名詞,固有名詞,人名,一般,*,*,AND,アンド,アンド
power,名詞,固有名詞,組織,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Ah,名詞,固有名詞,組織,*,*,*,*
yeah,名詞,一般,*,*,*,*,*
掴み,動詞,自立,*,*,五段・マ行,連用形,掴む,ツカミ,ツカミ
取る,動詞,自立,*,*,五段・ラ行,基本形,取る,トル,トル
運,名詞,一般,*,*,*,*,運,ウン,ウン
と,助詞,並立助詞,*,*,*,*,と,ト,ト
タイミング,名詞,一般,*,*,*,*,タイミング,タイミング,タイミング
って,助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
言っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ
て,動詞,非自立,*,*,一段,連用形,てる,テ,テ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
先生,名詞,一般,*,*,*,*,先生,センセイ,センセイ
間違い,名詞,ナイ形容詞語幹,*,*,*,*,間違い,マチガイ,マチガイ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
Ah,名詞,一般,*,*,*,*,*
yeah,名詞,固有名詞,組織,*,*,*,*
オレ,名詞,代名詞,一般,*,*,*,オレ,オレ,オレ
達,名詞,接尾,一般,*,*,*,達,タチ,タチ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
どこ,名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
まで,助詞,副助詞,*,*,*,*,まで,マデ,マデ
いける,動詞,自立,*,*,一段,基本形,いける,イケル,イケル
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
試し,動詞,自立,*,*,五段・サ行,連用形,試す,タメシ,タメシ
たい,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
だけ,助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
バカ,名詞,一般,*,*,*,*,バカ,バカ,バカ
で,助詞,格助詞,一般,*,*,*,で,デ,デ
ぃ,名詞,一般,*,*,*,*,*
深夜,名詞,副詞可能,*,*,*,*,深夜,シンヤ,シンヤ
徘徊,名詞,サ変接続,*,*,*,*,徘徊,ハイカイ,ハイカイ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
余韻,名詞,一般,*,*,*,*,余韻,ヨイン,ヨイン
浸る,動詞,自立,*,*,五段・ラ行,基本形,浸る,ヒタル,ヒタル
暇,名詞,一般,*,*,*,*,暇,ヒマ,ヒマ
なく,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク
school,名詞,一般,*,*,*,*,*
going,名詞,一般,*,*,*,*,*
楽しみ,動詞,自立,*,*,五段・マ行,連用形,楽しむ,タノシミ,タノシミ
方,名詞,接尾,特殊,*,*,*,方,カタ,カタ
自由自在,名詞,形容動詞語幹,*,*,*,*,自由自在,ジユウジザイ,ジユージザイ
兎,名詞,一般,*,*,*,*,兎,ウサギ,ウサギ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
群れ,動詞,自立,*,*,一段,連用形,群れる,ムレ,ムレ
たい,助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
龍,名詞,一般,*,*,*,*,龍,リュウ,リュー
みたい,名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ
いたっ,動詞,自立,*,*,五段・ラ行,連用タ接続,いたる,イタッ,イタッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
普通,名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー
の,助詞,連体化,*,*,*,*,の,ノ,ノ
平凡,名詞,形容動詞語幹,*,*,*,*,平凡,ヘイボン,ヘイボン
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
高校,名詞,一般,*,*,*,*,高校,コウコウ,コーコー
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
知ら,動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ
私,名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
本当,名詞,一般,*,*,*,*,本当,ホントウ,ホントー
思っ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
こと,名詞,非自立,一般,*,*,*,こと,コト,コト
の,助詞,格助詞,一般,*,*,*,の,ノ,ノ
ない,形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
展開,名詞,サ変接続,*,*,*,*,展開,テンカイ,テンカイ
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
な,助詞,終助詞,*,*,*,*,な,ナ,ナ
でも,接続詞,*,*,*,*,*,でも,デモ,デモ
お前,名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
俺,名詞,代名詞,一般,*,*,*,俺,オレ,オレ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
天才,名詞,一般,*,*,*,*,天才,テンサイ,テンサイ
肌,名詞,一般,*,*,*,*,肌,ハダ,ハダ
見せつける,動詞,自立,*,*,一段,基本形,見せつける,ミセツケル,ミセツケル
ここ,名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
玄界灘,名詞,固有名詞,一般,*,*,*,玄界灘,ゲンカイナダ,ゲンカイナダ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
よう,名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
渦潮,名詞,一般,*,*,*,*,渦潮,ウズシオ,ウズシオ
流れ,動詞,自立,*,*,一段,連用形,流れる,ナガレ,ナガレ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
安く,形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,安い,ヤスク,ヤスク
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
言葉,名詞,一般,*,*,*,*,言葉,コトバ,コトバ
叩き,名詞,一般,*,*,*,*,叩き,ハタキ,ハタキ
売り,動詞,自立,*,*,五段・ラ行,連用形,売る,ウリ,ウリ
お前,名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
すぐ,副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ
に,助詞,副詞化,*,*,*,*,に,ニ,ニ
脱い,動詞,自立,*,*,五段・ガ行,連用タ接続,脱ぐ,ヌイ,ヌイ
じゃ,助詞,接続助詞,*,*,*,*,じゃ,ジャ,ジャ
うな,名詞,一般,*,*,*,*,ウナ,ウナ,ウナ
安達祐実,名詞,固有名詞,人名,一般,*,*,安達祐実,アダチユミ,アダチユミ
みたい,名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
もん,名詞,非自立,一般,*,*,*,もん,モン,モン
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
よ,助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
それとも,接続詞,*,*,*,*,*,それとも,ソレトモ,ソレトモ
荒井由実,名詞,固有名詞,人名,一般,*,*,荒井由実,アライユミ,アライユミ
俺,名詞,代名詞,一般,*,*,*,俺,オレ,オレ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ユーミンリリカルセンス,名詞,一般,*,*,*,*,*
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
見せる,動詞,自立,*,*,一段,基本形,見せる,ミセル,ミセル
金貸し,名詞,一般,*,*,*,*,金貸し,カネカシ,カネカシ
つける,動詞,自立,*,*,一段,基本形,つける,ツケル,ツケル
萬田銀次郎,名詞,固有名詞,人名,一般,*,*,萬田銀次郎,マンダギンジロウ,マンダギンジロー
夢,名詞,一般,*,*,*,*,夢,ユメ,ユメ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あん,動詞,自立,*,*,五段・ラ行,体言接続特殊,ある,アン,アン
なら,助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
信じろ,動詞,自立,*,*,一段,命令ｒｏ,信じる,シンジロ,シンジロ
しかと,副詞,一般,*,*,*,*,しかと,シカト,シカト
見,動詞,自立,*,*,一段,連用形,見る,ミ,ミ
とき,名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
格,名詞,一般,*,*,*,*,格,カク,カク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
違い,名詞,ナイ形容詞語幹,*,*,*,*,違い,チガイ,チガイ
キッズ,名詞,固有名詞,人名,一般,*,*,KIDS,キッズ,キッズ
と,助詞,並立助詞,*,*,*,*,と,ト,ト
キング,名詞,一般,*,*,*,*,キング,キング,キング
の,助詞,連体化,*,*,*,*,の,ノ,ノ
箔,名詞,一般,*,*,*,*,箔,ハク,ハク
の,助詞,連体化,*,*,*,*,の,ノ,ノ
違い,名詞,ナイ形容詞語幹,*,*,*,*,違い,チガイ,チガイ
お前,名詞,代名詞,一般,*,*,*,お前,オマエ,オマエ
殺す,動詞,自立,*,*,五段・サ行,基本形,殺す,コロス,コロス
ぜ,助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
覚悟,名詞,サ変接続,*,*,*,*,覚悟,カクゴ,カクゴ
しな,名詞,接尾,一般,*,*,*,しな,シナ,シナ
ここ,名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
転がる,動詞,自立,*,*,五段・ラ行,基本形,転がる,コロガル,コロガル
カス,名詞,固有名詞,一般,*,*,*,カス,カス,カス
の,助詞,連体化,*,*,*,*,の,ノ,ノ
死体,名詞,一般,*,*,*,*,死体,シタイ,シタイ
東京タワー,名詞,一般,*,*,*,*,東京タワー,トウキョウタワー,トウキョウタワー
その真ん中,名詞,一般,*,*,*,*,その真ん中,ソノマンナカ,ソノマンナカ
EOS
""
